total_loc,file_count,avg_complexity,duplication_percentage,team_size,functional_points,actual_effort_hours,actual_time_days,actual_cost_inr
19916,118,7.795566909113448,3.7163107559331032,1,141,189,32,39371
49940,263,1.2704479574586909,1.2873259652398954,9,951,565,13,218863
52953,1225,7.432098828319276,0.4730694372904732,7,1604,700,20,165927
25017,387,3.908095356786886,5.006703747935973,1,476,292,50,92222
96831,532,3.2324005053730067,6.658176406514976,7,1564,1167,33,455277
21666,191,3.2801244512438115,1.0397366777584252,5,922,247,9,35889
75552,579,4.856359398425575,1.8295058649537477,7,1567,1058,30,547025
62923,430,1.2487737221094746,2.4160139534064564,9,1043,661,15,128290
20906,140,2.545942911718263,2.6674415031496843,8,698,366,9,41479
75620,399,3.6275112711258157,3.770589506927699,6,1248,694,22,397357
1859,9,2.9445206501813783,0.1487269886477841,2,22,24,2,12419
42049,270,4.934566708290694,4.473892271772314,8,686,670,17,259995
92474,1075,1.165036033690406,0.2239104736749453,4,1913,1235,57,769667
2582,14,3.581583312239376,2.210790250344895,8,42,27,1,19908
24542,512,2.679984138559015,6.154227188249655,7,1410,267,7,37953
33819,439,2.048703195827594,2.100171871573433,4,914,503,23,186212
58166,316,1.9150507751630366,0.5650701653895912,8,518,575,14,84136
93601,1155,3.1335106522363607,14.706873863384663,2,2000,1477,130,475991
2179,28,5.876002919033452,7.702800422267251,9,84,41,1,8347
2817,45,2.5081618894556055,5.163913270453142,6,55,38,1,10799
59776,336,4.831054997912801,1.8556932398641068,7,542,452,13,328803
28052,233,2.1317373481281807,0.7110315859603964,1,1116,638,109,83602
86544,584,1.2376540657266606,9.9302399342825,3,1852,937,56,265151
42560,543,1.1396527777559375,2.6601313724786575,5,680,468,17,185418
90497,561,1.1159375429478677,6.695316787052057,7,2000,1293,37,261140
72947,451,2.0522115883782783,1.4654316030691903,1,562,563,96,317953
93707,1041,1.904945693638521,1.4294066215043526,9,2000,899,21,328875
89206,843,3.7843748074757766,14.827408065535892,5,2000,1421,54,885670
18549,252,3.9875667553825034,2.582283677891041,3,908,361,21,113791
33636,171,1.1148237490737962,0.5307114723761709,7,671,426,12,60497
64177,447,1.5497854512438631,0.8681552836530353,8,604,600,15,174727
38358,202,1.7052452096057862,2.301853658187422,3,789,609,36,338091
48402,546,2.745073055525183,0.15189712194252972,7,844,592,17,202036
28965,175,1.343391358509592,2.173114123565433,7,412,316,9,69048
6745,41,1.3163654928316262,1.9001594725863828,4,195,63,2,6711
38100,252,7.333009849532807,5.288903545617392,9,758,417,9,143162
26837,137,4.587488074058324,1.5344524604431433,1,667,407,69,94920
11585,112,1.4383498216026822,14.169206313182759,1,151,110,18,35063
38665,634,2.1480311091774356,0.6978660701867825,5,1845,644,24,214320
25622,173,1.9668334882700456,3.129026489326871,3,216,303,18,75596
65255,416,4.443969144755128,0.3289310192258409,9,1464,905,21,364074
55268,418,2.5703259126166995,4.6331171688230235,5,549,444,17,268931
52587,719,1.3009458099052158,18.375804780317203,7,1223,773,22,553105
12442,103,3.9550498180692473,5.985085734733664,1,209,119,20,63506
40906,454,2.1124351159257433,2.8394213339894496,2,1813,757,66,193352
48870,450,1.6711421360933394,2.3208020001131007,4,745,384,17,173981
78723,549,2.035763834351105,6.306969917518411,9,2000,1436,33,487640
99885,627,2.5150747563125933,9.619635729158352,5,957,807,30,286925
75729,981,1.9245436200681714,15.850847488150603,5,1119,712,27,167351
52703,502,1.6092846991015843,1.7677598423239989,9,1295,848,19,253233
82074,988,2.1183306562577373,16.45491056545731,8,2000,950,24,703998
26499,369,1.0425900081997055,0.5933039324188875,2,531,349,30,228093
85482,517,4.257310260440368,1.0234922015649963,7,727,791,22,297013
81344,438,1.4124310358863723,0.32630528670611875,1,1754,860,147,195848
76634,772,1.0987747076164047,1.1098329011776842,9,1735,914,21,330440
55206,344,3.332981316869612,5.112620693167288,3,1330,690,41,424679
30778,167,4.271262948390188,6.708828890171194,2,300,251,22,98338
76318,435,4.698398835157105,5.281874243258175,4,1235,566,26,183321
63330,914,2.4965479872060863,3.4899791900714483,4,1883,1485,69,470154
74155,384,1.5057280733993446,2.5251721361336465,3,1077,560,33,108785
56473,563,3.9402280923357007,4.316957188289091,2,2000,1320,116,921387
31580,334,3.646637074198786,1.7348230567521403,5,1352,473,18,293972
85330,1706,1.6219884863507334,6.442772970484393,4,2000,1221,56,418524
68936,585,6.141965024727661,3.957420793385311,5,2000,1313,50,215624
72358,1259,1.242504956583606,4.188386219137483,8,2000,1227,31,696026
40086,502,9.924012275252101,2.6870647664945553,2,984,550,48,301008
24260,267,5.329345907091036,7.576857059383871,9,922,413,9,316784
85695,505,3.5617400373237933,1.016301995217408,1,1760,982,168,298942
79211,439,7.144137132223718,1.6796099952391768,8,520,682,17,394160
65029,735,3.818759025949436,5.262142008719001,5,2000,1279,49,169933
73606,414,1.4648278456737391,2.3756219343218676,2,1034,523,46,75806
35011,197,2.2840875809596866,7.700542456653042,8,785,572,14,273751
87227,537,1.1632139419190881,1.4884054313883146,5,2000,1288,49,1015900
31921,502,2.0862167286261504,1.6134048011311157,3,1610,628,38,245163
75139,499,3.977168025549262,7.6854667058496515,7,502,515,14,291278
60635,317,2.0746618994604624,2.1850928839315977,4,1123,942,43,633998
84558,566,1.8820168079327662,2.54074733771948,6,2000,1254,41,432418
12275,131,2.990443235037157,1.4161386607432374,8,261,156,4,60437
54871,456,5.526113186853868,1.133613773194603,1,1303,924,158,306429
87025,607,1.1072555375133257,3.734375877128677,2,2000,1055,93,251723
66458,546,2.0711761243884492,0.4467831251449383,8,1197,954,24,187915
17427,294,1.3789746889873389,7.399771780278537,7,556,275,7,195018
47157,524,3.6149324414889064,5.286792598653375,9,965,860,20,388994
6250,37,1.2458311972804594,0.7407583421643044,2,119,69,6,18800
4525,25,3.404712324881972,4.144823765556053,8,119,65,1,33813
16132,260,1.7416764721934583,3.230131778933578,6,893,423,13,131000
2298,11,1.4879390654466345,0.713988934802786,1,24,14,2,5000
60600,654,7.059671509248678,1.1168806824923874,4,2000,1433,66,439091
53494,366,1.0411362722425999,1.8407074893025508,2,1280,574,50,424808
20179,125,2.2668858273193937,4.205081191357607,7,423,256,7,70914
36320,213,1.0481014233927464,3.5633900170870207,9,348,333,7,66119
41974,219,2.4538923473141603,2.659261221011153,6,774,369,12,194534
13959,154,2.5295370930796484,5.119761700425322,4,418,251,11,172729
50560,285,1.853842627256581,4.964961090460476,5,306,446,17,99350
31519,516,1.3118499149254585,3.3668811109074532,1,1630,621,106,113566
8805,57,2.0388975467383217,5.412457951171932,4,282,130,6,46982
42980,270,3.4541960040927,1.4240140049876167,3,647,428,25,136312
23336,157,4.3551705053716105,7.457558024192891,9,763,333,7,79276
88055,1095,2.6645659519318268,3.339974500064224,6,1516,607,19,230471
85614,476,2.960627426637651,6.048056102475455,4,1870,1295,60,489812
15458,230,1.4926114867957399,2.7659556338708624,3,335,154,9,48272
99813,2054,1.7452219860452305,0.8626138889020882,4,2000,942,43,346277
95014,613,1.388547755013104,2.7362369072883874,8,2000,864,22,272866
77018,663,1.6308345564615117,1.623305473713731,5,2000,933,35,715454
14696,83,1.5604415745881206,4.184847852017298,1,340,112,19,25338
33672,332,2.6122072389680357,2.2605455069709324,5,1149,423,16,220688
78857,1178,2.819642237797218,6.33001922962443,8,2000,821,21,271671
1379,7,7.378826443767391,3.9670013332037475,4,32,13,1,5000
63297,495,1.4787686889120188,4.038081042154647,2,1390,550,48,75156
62616,891,3.2578971031472843,0.8568734480723372,3,1693,1044,63,668090
7183,46,4.739311182491491,14.52815030754703,9,75,69,1,11756
17871,146,2.8073648648671754,6.450873514276625,7,379,128,3,30257
30075,220,1.6476271192613274,5.445721033727723,3,847,582,35,292713
45748,402,1.6700260634965627,1.4027959742481035,5,470,333,12,116186
48385,280,1.0880973001521108,2.6847701652347564,3,424,486,29,179454
19163,110,1.8018621878665249,0.5161105742776293,4,156,143,6,51292
67742,441,4.002865228782788,2.706274100221979,8,1473,853,22,244564
90193,1586,1.1071043927628021,0.5519304197527521,3,2000,670,40,263834
86243,495,1.544628223097877,2.8184847254260976,3,824,885,53,194891
37699,255,3.694926598831016,3.6616195176401494,8,859,395,10,134698
52020,343,4.357757726234089,1.7311617092554494,7,1387,800,23,141643
28629,291,2.3366185661367735,2.4158440732385644,7,677,390,11,144063
36054,199,3.63466378078403,7.296388232575486,2,659,538,47,82805
27956,179,2.080078656208543,0.4022223587053671,7,249,207,5,58611
2673,46,1.3833502480380775,5.491268491970696,3,218,44,2,14952
78444,745,2.117041623770572,0.65533681239984,7,1748,791,22,220388
35467,195,2.908332694566826,0.13089536665815502,4,973,529,24,65401
99708,2096,7.506580820809425,0.7184535695318038,8,2000,1419,36,717984
60874,314,1.156702769665186,5.069237490930778,8,1292,757,19,461130
23852,160,2.5577007679399575,1.8179202434716475,6,172,194,6,149989
55129,390,1.877506505884717,7.209299453204584,3,1237,567,34,182055
17785,213,2.561802634049216,2.603387365741769,6,286,180,5,65443
51793,648,1.0533885803197043,0.07875568848511144,6,2000,714,23,490934
56061,293,1.8260073664651726,4.41453919494163,3,1218,647,39,144292
77008,877,4.770945601522682,0.40878440993778453,4,2000,1334,62,143469
74632,454,2.7760725266095045,5.451942918624183,2,1558,878,77,198185
82094,797,2.317572607609137,0.6441613595727582,1,2000,913,156,272136
56233,902,1.7396562186252624,1.4833062325325892,2,2000,831,73,305317
97525,2337,1.7785413912492734,5.013498214350092,7,2000,713,20,271960
61368,482,2.0627114665891533,10.794546291923297,5,1385,772,29,287857
92301,470,4.971604227792609,1.625099581051767,9,1664,1120,26,824395
38343,387,8.519004880792885,6.189522271302031,3,1831,845,51,257519
57484,591,2.2703245908481953,0.740948654245565,2,1999,1047,92,475499
31753,334,2.099577467732283,5.760989415910567,4,1479,548,25,361941
26757,217,5.123648218309597,3.7501319666757125,2,965,340,30,158833
40052,362,2.2247495511360906,0.7493983919873426,7,1113,654,18,278418
22280,123,2.7666057432095488,1.260904551290673,6,293,270,8,64901
97532,806,1.5776945978635895,0.4945487607273168,8,2000,1076,27,627152
78511,647,3.993400301096582,1.6899147644244594,5,1800,1199,45,816817
1722,27,2.670376449315513,0.7970017471658724,2,35,20,1,5329
48856,247,4.642458068939806,3.614865799711672,4,620,535,24,197548
40909,511,4.338420541353917,18.21377480209393,1,2000,1345,230,173160
16825,325,1.5325707979845276,0.04228649478921736,2,388,199,17,29079
61496,420,3.766496899820803,2.724856349107039,4,1590,1145,53,774809
51326,379,4.541361976241065,2.9838676138258804,6,1654,606,19,114076
81282,763,1.9345862189445835,8.59543552548889,4,2000,1387,64,209313
82665,768,1.4168516856178157,2.468306963415583,4,2000,1196,55,785231
29502,178,1.005798376742068,2.7461276579210936,2,681,429,37,106299
4363,61,2.318858986705709,2.233005733492588,9,165,54,1,18766
96623,564,1.955971722836424,1.0962382112071418,8,770,711,18,258127
46928,326,2.780852472791971,0.2018099118187436,8,1580,531,13,201340
48024,448,1.4582722028223984,1.8387607396862626,5,1222,825,31,307235
74282,655,5.320198872278428,0.18908710188829342,3,2000,855,51,293914
93165,1149,1.6557676227164433,2.798609352266061,6,2000,1282,42,463169
59152,368,1.564824930603943,1.285021840243774,9,448,583,13,171756
11764,96,2.441661312600907,2.6695087755957334,8,461,174,4,28684
35837,392,2.5198741014676553,0.5047467048207026,7,1634,539,15,162138
89663,662,1.5327963053485987,9.441442344128328,8,1056,755,19,536659
29473,147,1.6979784672087601,7.872359974516401,4,724,597,27,214413
36497,332,1.4091439169148945,0.7375085259434542,6,1310,565,18,169870
86245,460,3.7884590337281803,1.4726170183354972,5,1329,1191,45,452154
38809,407,4.234138902296719,3.3271164835379126,2,1402,479,42,158682
61220,1255,2.3651164898346853,0.3520260205303304,8,1790,1106,28,863096
19350,266,3.7545491370887394,1.5324229962474416,3,862,437,26,149916
21272,198,3.9294352521874814,1.0120817782235803,5,256,283,10,102905
11655,155,1.3274033335995987,8.649206080189165,8,492,168,4,17774
87510,2185,8.450617976838505,6.698997256831721,9,2000,1079,25,225295
78717,422,4.785205521831948,3.0348584416512963,9,1898,597,14,66814
53376,304,1.5032800101315877,2.5714183973137814,5,1185,653,25,433549
57592,362,1.4531948963349817,9.34388930208307,2,723,582,51,124849
53102,794,1.2954320009923859,9.430954299283886,7,2000,1028,29,370360
89699,1513,1.3276663994182776,12.195660357909777,7,2000,1427,41,723520
72455,1425,4.033730606097304,0.4688757388348561,8,2000,888,22,261656
91348,586,2.39529750744214,0.6125618385701934,8,982,663,17,284399
24862,131,4.360620164031319,3.9525083971379105,5,580,435,16,272393
11146,102,4.017135081161927,2.7287823126852517,1,481,214,36,81741
97099,1644,3.041356949040617,0.06523484839804534,4,2000,1317,61,701175
28869,236,3.5509671265117766,0.2239255068623747,4,1124,548,25,341579
53402,557,1.0407578182867663,7.664910274333926,3,1230,763,46,125127
23250,232,1.8220152720544978,7.110502518897617,8,1031,333,8,125138
68347,490,3.2343639345472575,1.5471119444138124,3,1448,1178,71,127800
4953,31,1.0206555613238524,7.7590515804136455,5,51,48,1,12615
94713,1641,1.0737724694784534,3.152107455323428,2,2000,1168,103,462004
89499,1958,5.201530115867694,5.7379380890253655,6,2000,1007,33,284914
21892,109,3.5346018384084115,1.9516775287837,6,234,180,5,55257
59229,766,1.67845347810782,0.42125814527301336,8,850,408,10,123639
74578,1534,3.5621925913784898,1.9903768343791313,8,2000,1690,43,315676
67398,957,4.459313302910791,2.1391937899294273,1,2000,1261,216,146496
32087,694,1.8061426429637577,2.802128381765763,5,1159,530,20,310043
15950,155,1.0807460686179464,0.3905399701703069,2,275,149,13,53169
12212,72,6.939497157363648,16.6467340650341,5,184,148,5,55806
24158,255,1.9314682153247127,0.9796321467966538,9,1236,417,9,148317
45520,409,1.247694775163708,0.7746749181515699,4,1659,666,31,130079
38990,263,2.489382668095139,2.618851603310382,8,599,378,9,132610
66117,544,4.218679867763704,2.696672851365165,1,2000,857,147,355375
47404,266,1.5512661757018869,2.0282445241291693,8,952,599,15,95764
33021,184,1.690827339969891,5.172778518053658,6,519,245,8,80913
1624,39,1.611634304238736,2.5445817416416134,8,112,40,1,7923
15148,92,11.534168428018127,3.2928978612120003,6,243,159,5,72052
35211,309,1.4837876410491884,4.502525796086752,3,596,334,20,105542
38004,191,2.885159979398856,0.08870243728294343,8,486,477,12,189311
55012,468,6.706364313995207,2.959142523780458,5,1456,513,19,324919
34108,172,1.3495238628848398,7.545450397943739,5,535,370,14,207631
160,1,8.777977648626889,0.061395960139518584,7,4,4,1,5000
74766,937,7.482318860194294,1.81824991981426,6,2000,1743,57,513478
83659,663,5.7500380573890135,9.123689997017038,9,2000,1530,35,758094
55437,278,1.5313149154234225,1.5247667972786771,7,920,546,15,199781
13450,75,3.211599242941996,2.1484220679295287,3,363,194,11,72294
24454,439,4.147843032596045,13.972785804636427,5,1115,445,17,159480
45286,295,10.395528588481415,0.7780455618698369,9,1358,691,16,203532
28245,296,1.437729442781043,0.23618600771835166,2,1267,466,41,109489
34120,829,4.195598673204306,6.866989455215237,1,2000,607,104,196570
86223,824,1.9101415013604777,7.099697140082739,8,2000,1389,35,416657
75286,970,1.424889373271032,2.2358224710818617,8,1298,689,17,240187
85569,500,2.2036288759222957,2.526905608148539,2,2000,1080,95,709570
20681,220,4.473982345452654,6.323481060897956,8,314,241,6,141447
89029,516,2.3754572276419674,4.695419916672154,5,1678,779,29,350742
23151,577,2.696549073256376,1.0783063354888498,2,1338,285,25,138344
51574,577,12.727581153637303,0.05963186415845885,7,1569,1038,29,358157
91848,1168,2.1205528923826917,2.286725080745761,7,2000,1318,37,608117
69726,901,3.1022174979341792,6.854308233856361,3,2000,874,52,287651
7060,138,1.9999328317622065,7.916215981738764,1,390,97,16,16128
35872,512,2.0975215109408394,10.950519115544548,4,2000,733,34,241247
21620,167,3.61700239500524,7.408206600447727,2,562,316,27,194218
49581,572,7.113359092085929,3.0366149666053976,4,939,818,38,202246
36508,341,2.7196743010654787,2.0582687496281507,8,600,257,6,34460
94106,938,4.218035098298122,5.21845712716485,2,2000,939,82,242608
57234,317,1.2055661211537108,4.71235751525395,1,380,400,68,246063
20591,111,1.5218164140790411,2.7037531178812158,3,324,325,19,219199
1441,12,2.5343230674136112,0.31982310731025,7,19,14,1,10661
44723,481,1.0444722746062765,9.116765249671419,6,1314,627,20,189044
90427,1583,1.641291143875733,2.128264842597339,6,2000,749,24,266395
438,2,2.6028535565970916,1.5802841291661873,7,5,4,1,5000
71531,1441,1.0331633410959846,3.475793139286782,8,2000,660,17,77721
12354,140,1.6759888796484552,3.921263393143721,3,281,151,9,29851
51960,592,2.5875421576340343,0.828077228727491,3,1462,667,40,178073
11444,125,2.872905878228959,6.347704871636644,8,159,110,2,55917
1850,27,6.720748668032104,1.1984059933861473,7,90,30,1,9137
54856,331,3.2805454108171745,0.7232241449111341,5,1135,684,26,198670
68057,1141,2.178522211004321,1.8254226873482908,4,1424,1137,53,556352
58153,410,6.861436855096404,4.589934468599159,6,1069,832,27,220579
70955,1186,4.380460898318784,11.77954564483575,9,2000,901,21,309507
15996,311,1.4909403460881072,5.79934433607003,6,726,337,11,71594
55861,301,1.3085076891770988,9.86731876664079,8,972,524,13,91226
62652,889,3.4781472341035244,0.5303464645572893,1,2000,667,114,231662
77554,452,2.8055731199832414,0.25842904227060237,6,1204,757,24,91779
90700,713,4.430008416516284,2.8552218114102077,2,2000,1784,157,650248
28035,534,3.9534740750059947,1.200182854326968,3,880,341,20,192442
37741,195,3.159065705405873,6.162031622394926,6,677,423,13,164731
29811,374,10.452025957201752,3.9014664284739813,2,1130,620,54,142452
70442,396,2.677917174338785,12.358953086967533,4,879,845,39,609029
12282,183,1.2640649730574194,1.0293233380422813,6,715,376,12,134310
87933,497,4.87607563521599,2.3278923175369965,5,1592,893,34,149155
56376,1338,1.638343817267521,2.4347092632759164,6,2000,1190,39,872085
19641,161,4.304266571483383,0.9567399353399746,6,590,326,10,70210
94557,579,7.927907524243578,3.1213908210249057,8,2000,1649,42,1002084
82410,434,3.625365225320761,2.0499626381812863,9,2000,1684,39,423562
44913,242,2.9941131311732634,2.071628610772431,5,851,484,18,125387
37298,217,2.357183377874432,1.5770029918014064,6,976,398,13,180067
8920,48,1.9970430069026057,0.059760022223911635,6,48,71,2,19337
24170,336,1.9579159206908925,2.584203323622187,6,1048,524,17,60963
69868,817,3.2255768759199333,1.4291934756902287,2,1518,601,53,263786
11222,130,4.06107964728493,0.004622592725046814,4,178,111,5,32677
80659,803,3.496583825951775,1.2883079277727176,1,2000,1263,216,369400
73643,715,1.4865479300446782,1.1431027525022022,1,2000,505,86,160844
83541,657,2.498625203527792,1.7498777416660967,1,1740,1274,218,326113
41886,638,4.450674199587043,0.49487571005060904,7,2000,578,16,226643
95034,631,2.4205378391252177,2.480219476120335,1,1867,975,167,233296
99904,1495,2.692272791111968,4.126801822484572,6,2000,851,27,471412
6837,76,4.2441806073361406,3.4816387799950452,2,164,110,9,36750
36162,300,3.381583803182044,5.699368966133699,6,759,449,14,271457
54337,324,2.158350719733604,2.1052329067437783,6,777,641,21,188779
51671,326,5.967013164671718,2.5622755712063254,3,1168,716,43,439660
25610,178,1.3903110210469627,5.819971240340681,8,260,180,4,56296
19526,300,12.89614760668863,1.9533289838404109,4,411,340,15,36055
37365,292,1.2783667320248766,4.232613812119878,7,1062,555,15,104692
17950,332,1.0331382663540216,1.9957910811533148,4,1057,414,19,112224
66250,660,5.856382864473985,1.8929108096962934,1,1795,641,110,326717
87412,823,1.6181470972726335,4.997907221117543,6,1324,1100,36,699350
89713,1934,3.878087184291363,0.6726098188615649,5,2000,1057,40,468109
75010,894,4.665397155372522,1.4468134415543905,9,2000,1034,24,780141
52475,272,5.309577526669285,0.88838676347073,9,1239,610,14,166785
35535,184,11.51344267165496,1.5571407413187837,8,701,702,18,219525
96543,1001,1.7660318370900119,0.9164808273071806,7,1240,895,25,708094
57232,1220,3.725170400360219,3.0313024140920692,2,2000,1238,109,483183
79045,1151,1.2697630173498835,5.601167238731455,8,2000,1030,26,378562
82150,799,2.148926530292252,5.4062685156194945,3,1806,955,57,229389
95502,498,5.144114803988584,1.5867064714660408,6,888,790,25,256022
3083,49,2.0083149225528176,15.709093913652136,7,201,58,1,9985
97341,600,2.9674013796343024,3.1536521662779764,6,2000,1202,39,885545
20762,361,2.541589917690132,1.7843931906303883,5,1244,441,16,51385
23610,119,3.284307206407951,6.3177923090527965,4,436,298,13,51372
78287,774,8.937631985493319,4.581033831412064,2,1507,809,71,90011
41098,250,1.1261677768348874,4.841899654932632,9,694,578,13,379770
56946,600,2.877096325036824,0.7641527088630133,7,2000,739,21,182515
94171,670,5.373565774031544,2.2110255154370075,7,2000,1542,44,529322
6740,95,2.4444959540962743,6.927399289722935,4,395,84,3,39747
44647,704,1.1799204091148638,2.4543959421698194,5,1512,607,23,241690
54720,287,2.80885563083619,4.025989585300973,6,1171,766,25,291960
15417,82,1.8878709984529034,3.102998851457677,2,226,214,18,67402
7664,42,1.3703694739949228,6.465973323380491,4,154,137,6,31865
27445,195,5.159548872783343,1.1720055015001636,4,550,336,15,93876
94323,557,2.6220755283723896,2.998747628561469,4,2000,1003,46,632888
79373,1554,6.955832852376678,0.4603056598519425,7,2000,1302,37,480784
74959,801,4.607960837385228,4.101520981577808,7,2000,920,26,671894
80865,896,3.597794449044588,4.608269048336958,7,2000,922,26,419970
74138,523,1.0110839820849207,0.15323669783555532,7,884,629,18,164789
52493,541,2.2282769245598186,3.9422837903307952,2,683,511,45,199551
66181,1037,1.4840139251408433,1.8746487233852243,5,2000,1254,48,770909
29530,218,6.317071806058587,0.46374924164618836,2,355,230,20,55951
75632,444,1.422109069241106,1.9059872566864555,5,775,649,24,444476
27888,275,1.7413041375190959,0.7558620051571512,6,1351,484,15,168788
95605,1563,2.6002816003294025,1.8798512411805963,3,2000,1290,78,296601
48643,680,1.6724539486404486,1.6977059295712544,6,1361,935,30,326140
14019,179,1.5182123179352263,4.693173418539287,5,602,201,7,26820
69446,789,3.0108914669354467,5.2086108622104,4,2000,810,37,197919
96222,673,1.2048970488538528,3.2690650359186577,9,2000,892,20,218347
40074,294,1.1318418377747612,0.08031851901637407,8,1151,488,12,237174
16471,108,2.0243327297434757,9.358900990636261,7,467,207,5,27929
45184,461,3.805751405108509,4.05686924799374,1,851,609,104,281152
29729,173,2.780343048012816,0.12177828023156774,9,616,460,10,170282
51284,705,2.2093376737421755,5.979174126973718,9,818,570,13,228751
62016,539,2.835104647192428,0.7821670502325088,6,687,715,23,485373
74072,440,2.0006513713314877,3.029767909949061,7,1695,707,20,488395
62287,905,7.052554870475377,2.1999183671935274,3,993,1003,60,225146
13084,227,1.1242333664304764,1.9055723841316268,5,753,337,12,117908
33139,182,3.461784619489994,7.716365123670358,7,793,333,9,73406
85531,901,5.88180884480191,2.012911538837464,1,2000,1338,229,439104
83791,560,4.583915658283671,0.27416770389381495,1,660,662,113,224976
58706,1332,1.4474606687185432,10.257345087030998,5,2000,952,36,362472
10716,71,1.7719190828149713,8.863545305276414,9,335,106,2,70077
50172,553,3.7774511389076277,4.036841460858495,7,2000,1198,34,932083
24674,504,1.1936755220907749,2.2081842833865704,1,1670,405,69,158353
3530,25,4.675271484310108,0.3411026666360921,5,48,26,1,8352
12776,162,3.7919529142538573,5.474758024352512,8,171,113,2,37490
10916,107,3.877330556062748,0.2746741873010305,8,404,142,3,26808
32833,620,1.2323832297890178,0.24873627054366895,2,1192,533,47,267755
85780,1349,3.7829987602894177,2.698001607281623,7,2000,839,24,668178
2150,24,3.505505389101873,0.6107712299011033,5,68,42,1,7474
34033,626,4.910275677020557,0.027161052570709956,9,1954,693,16,180576
25051,134,1.0934688312027816,1.925383667599898,3,538,281,17,111368
32513,793,1.0514401956633057,0.5165731773937752,1,2000,525,90,86303
34901,297,2.0270041363639217,0.6123850778072946,4,1060,441,20,76185
55719,933,1.3544076716719495,0.2801023157132619,7,2000,621,17,253495
33013,369,2.798094395255977,0.8033588517293129,1,1818,515,88,173817
40700,216,6.484879760577795,4.399382469446556,2,1034,731,64,185048
57875,878,2.092795123720824,5.792854665006243,5,2000,1005,38,216507
90916,467,5.100822146675159,2.1085899431150916,9,1785,1614,37,784573
90193,1236,1.0005299877721436,2.472195164110074,1,2000,860,147,162752
35500,223,1.4059915010782804,0.11620038287558837,4,315,227,10,49410
4594,36,1.067971071647249,0.25142516048125263,3,75,46,2,5615
80788,445,1.8749751583555025,1.0423826891149806,5,455,615,23,83438
89531,695,6.253665232504482,2.7476390643850963,5,1076,1265,48,178389
74791,595,1.224355356940879,4.708720748824687,2,1640,1384,122,993523
97519,1368,3.0513788974814293,3.251070425168709,5,2000,856,32,220185
43101,647,2.321233310503481,1.7422674742786903,9,2000,622,14,317633
67464,361,7.134043004323141,0.44075752071033936,5,1524,1034,39,682943
45128,488,1.2875403052217314,5.31177019710918,2,627,369,32,202857
97759,982,1.5242435726567303,1.5827713137387307,7,1959,643,18,113170
37673,233,1.0659716675794781,4.662037789790212,6,996,374,12,219083
906,9,2.251902976230631,2.518066988787637,7,37,12,1,7377
56738,295,1.7160971968072403,4.696793133440603,8,1410,586,15,231566
29857,188,5.4868945104043005,8.323959724710871,5,938,479,18,172972
34736,256,3.0431833076604935,8.885383910420531,2,1255,556,49,182817
80197,443,3.0947366211795817,2.6808163696114455,7,1169,735,21,254165
48380,1009,2.6700116018043785,2.507515258551328,7,2000,606,17,181984
24362,300,1.2119613916710574,1.0808290093612531,8,1210,545,14,221425
80535,703,2.295405826379213,9.610123054473636,7,1544,1128,32,658230
62311,816,17.744939460442197,2.1431905272903244,7,2000,1225,35,884390
54942,345,4.967040908643426,0.4777402091796478,9,1081,707,16,267624
57079,305,5.9262969795756275,1.9840648725629788,8,1273,696,17,108382
81570,756,4.812347507439833,0.47558252643691673,2,1590,1007,88,183695
38297,404,1.2392409777441418,2.443781939761694,2,1224,507,44,200181
41944,216,1.5677238323333453,2.8835928079401634,7,703,306,8,107466
64854,583,1.0068783745220604,1.4424229776070299,3,2000,996,60,233688
34257,289,1.7957444498597055,0.2602149331834896,1,597,378,64,150660
77229,802,1.2529347099062427,10.057520271285386,9,2000,934,21,380864
40142,216,2.408357880935905,5.195267135296035,3,911,617,37,272060
61765,471,3.4870950173119515,6.389643946867592,1,1848,1004,172,235444
82956,512,5.566081768245469,1.5997693968450908,6,2000,995,32,349831
27476,161,4.042969410617085,5.007047463187524,4,550,278,12,148515
55654,587,7.138243924782638,2.3250944810525187,1,1160,572,98,285814
14299,130,1.1218914405932519,0.7857459042891471,4,228,167,7,102281
81512,463,1.0269601583992982,0.4650541414676834,8,2000,1146,29,840887
51048,520,3.3820567215930204,1.48119198307475,7,2000,786,22,209244
73881,442,1.7514729780296758,0.5179319285123931,1,818,787,135,207748
72850,382,1.6431942509599087,22.256647895842946,9,1321,896,21,435177
66362,474,1.8839654017876886,0.1765398742969015,6,1322,993,32,366172
46700,294,1.6917491044349913,2.036519537493088,2,480,538,47,132435
76998,456,2.5758283956781973,2.105777337631587,3,1426,804,48,496155
62583,357,2.276183952390185,1.2515233737447584,7,759,595,17,210265
18397,178,2.5803005636102005,2.964913687787089,3,246,151,9,15128
30548,633,3.4572233082538895,0.5687216480859986,3,1815,516,31,125633
26272,251,2.07712718913017,5.36224957842127,5,843,516,19,54663
42974,290,1.6367397896590936,1.4144814846830995,3,344,370,22,251731
7757,69,1.3998771861603394,3.1320733563529237,3,179,110,6,54787
84486,528,1.945943231907468,4.401290429986845,5,1072,842,32,318841
25525,262,3.97890093445299,7.69511605913737,5,294,278,10,137058
26785,189,4.109656463542538,6.323077499205004,9,284,252,5,73641
24678,353,3.4185231516288765,3.2804873048204954,1,549,347,59,101994
28931,180,1.5865417630665737,1.720829790882774,1,311,205,35,73376
