total_loc,file_count,avg_complexity,duplication_percentage,team_size,actual_effort_hours,actual_time_days,actual_cost
285972,1072,23.531498555819518,3.659500735498349,14,108681,1649,9500888
354056,1186,21.215541037760715,29.864128185768152,5,120889,3777,14488500
480547,2018,38.12452745934162,0.5038560508714784,18,335789,4430,13887809
135559,1866,5.4687223237323845,25.779402460823757,11,15350,270,1810129
59371,485,22.063884959934164,7.314581070194897,10,15779,295,1876174
416115,5384,10.046320441481658,9.296161848576524,11,75898,1336,2109240
128891,606,8.54941112460574,25.4252799456016,2,28524,1961,640134
439930,1823,22.95239099776219,39.71773863131629,15,201320,2935,29515847
493238,1752,24.056060841283177,31.108699562902025,7,192756,4646,8700956
86916,544,22.623635745075674,9.03358528893568,9,24461,492,3103565
332915,1209,34.05447801116494,7.040990201645352,5,194510,6078,18097324
306708,1138,25.6660926085327,34.64931481070681,7,154176,3716,8384303
257187,1989,33.79625783769375,17.76735791686017,2,109507,7528,4040387
201663,754,30.600113556461935,5.4821121131262185,3,68195,3267,5767117
107950,750,20.109494070392916,34.488456932877526,2,33011,2269,2408354
172390,1387,28.627766576645993,32.64369411657046,19,71950,923,7976030
439241,2069,28.419570699385385,39.356254555886544,4,266329,9987,36631399
282474,2138,8.927657096788087,36.38974746850736,7,61115,1473,7619955
411145,1980,30.699276974525787,34.071613546421666,7,240670,5801,13400208
400609,1978,11.76452479675304,2.102975912440126,17,71971,979,9662921
116881,612,20.56602063652166,4.176614779924721,19,33239,426,4265922
473625,3264,30.84906596988864,22.759327772164912,16,156978,2207,22100573
47833,255,3.8859606381148017,21.259169851272834,3,7607,364,605714
135008,678,10.39320496386942,18.318528579581418,15,22348,325,2679855
205862,1104,31.671734735587844,15.871573016583369,14,96395,1463,9342174
338857,2103,25.650260274753993,17.248419394573155,15,116406,1697,7026889
399611,7446,16.134514545505414,22.771917365391808,14,106820,1621,15945665
151310,768,24.05591336329219,0.08306070400324828,7,51160,1233,1277975
293390,3185,24.174316178888997,10.428350965314088,3,78772,3774,3237169
49877,236,16.5432352976205,20.731188827548443,17,13653,185,1857224
442120,1843,38.15182227465443,28.888643946945848,10,262258,4917,7309961
316689,1808,27.15393954481776,6.966267695815853,15,147141,2145,19906218
360532,1942,19.098432180369468,21.875246951497317,6,83199,2253,9399722
433506,1505,32.87224953022917,28.578387355431268,17,189136,2572,4684694
370099,1413,34.054895494714444,17.78510631655619,17,178854,2432,13559208
137172,492,7.374836225988112,1.083245346802042,14,15193,230,1794009
226232,892,11.340676357512727,17.970726338625468,18,42248,557,4047486
355823,4607,14.38704326470561,11.857795509766124,5,69039,2157,9780290
172336,1975,24.491862472209668,37.185984308053136,8,74258,1624,9860996
206115,1134,22.610447096545215,4.984535427133094,7,74121,1786,4687722
46214,414,19.875035376259056,26.099038220289287,4,14925,559,462697
450551,2663,37.293445690995526,2.108790653380046,18,233706,3083,33362329
103446,696,25.57035445141187,17.84681751250786,5,31008,969,2705363
372260,1986,12.155370810841712,22.159179488803225,16,76539,1076,2271041
106483,449,13.20736539033025,11.918197252674618,14,19927,302,2513887
467460,2042,22.975615739096334,18.20302542081538,19,181813,2332,24164009
188063,1043,16.24414607368054,6.542151781207495,14,36100,547,3722819
124623,487,22.9024096656945,12.164953978721446,9,33404,672,2611396
412305,2614,35.11099999444031,24.84425299640812,6,250782,6792,26603579
306128,1116,15.998052442160851,12.072002234446204,17,100649,1369,11259490
83489,1231,18.674216956214384,35.98972313635487,19,26170,335,3561577
298856,1035,29.869993235493983,25.13627830563959,12,147281,2454,21247054
306169,1432,19.19370370651513,17.54596073743938,4,104781,3929,9101458
178774,1232,9.45090572357958,1.5502774221672988,16,30011,422,3715490
164207,1653,18.057717992648698,19.981933408186848,11,50448,888,7334445
325852,1919,9.118493101547825,30.59104968500357,4,61528,2307,2440301
296472,3005,34.25856016606603,10.622303920496545,17,143784,1955,3217143
412427,4503,11.41835495065422,32.270942785950695,8,77072,1685,10247900
266064,1302,19.036524742266767,10.07227064203526,14,78078,1185,3543611
359396,1988,23.554476571567257,32.94985551803202,2,154951,10652,3954696
131873,606,32.21127113633128,3.410733664467096,11,64662,1138,2639017
438952,1554,14.593672885642963,34.64734835476118,11,104515,1840,7309250
115794,632,6.634394039758398,19.96745803733322,6,20962,567,1016752
459951,2355,10.451498264813765,11.86150358481048,14,99820,1515,5957554
447956,6186,14.470691669209767,10.60453001660595,10,73065,1369,10725081
124519,542,9.501296392962361,17.280422357214505,8,20661,451,2305203
66226,441,20.611367305909678,39.9619799241458,7,29886,720,3364713
142064,482,10.212776921350612,8.813095737503303,8,21006,459,678684
378312,1478,9.16134362715043,4.128665955159985,8,64350,1407,7411368
494995,2740,34.871832019572174,23.401406748746474,2,278078,19117,32288961
268746,3325,16.977195329115037,19.541698657610283,16,75495,1061,7984868
181908,686,14.895363910841283,20.967850842532293,9,44122,888,2192718
118515,474,12.14219184586987,26.67741670228868,13,29819,473,2236267
216886,2255,33.6235450372462,10.685762794825973,12,83207,1386,10818236
254579,2056,11.024927101969164,36.42659981535554,17,46274,629,4957158
27141,109,27.591723854643817,17.426882644891613,2,14400,990,1659743
166156,1725,26.85041663205675,5.163447805698471,13,84240,1336,8117254
164317,588,6.504258709480079,29.691950269357772,1,27365,3591,2146681
416809,2669,37.95132394352461,25.72417410471401,19,353618,4536,41966238
459821,6407,18.066032942631306,12.629736099361484,11,101683,1791,2931557
366390,1442,11.186704883649957,24.860748961361942,5,67215,2100,7226344
493915,3444,34.92841278964703,8.794478254759074,1,315993,41474,47284113
445601,2453,30.405610476653294,17.793574373621183,13,236773,3756,28750149
37131,475,19.641965370459122,35.97650088669301,8,16667,364,962906
242789,4793,10.379225047269061,5.341369326429977,6,44073,1193,2473224
73491,350,16.346207371422896,15.46785799949848,17,14465,196,1543971
4514,25,23.7264047797292,32.84569698881389,12,1872,31,255455
273737,1379,15.279834206171365,38.77963597624713,1,95568,12543,9091715
18570,74,10.410405026936202,18.157045456871835,3,3370,161,298454
298421,1409,7.059506275395542,20.279984805733896,14,44762,679,1828524
57458,613,7.202218647716007,22.88687847135079,8,10320,225,1166257
82574,589,28.038243128533193,37.29392566534843,11,35798,630,3984275
11229,40,14.035228257493504,34.328271639081194,14,3043,46,443376
231285,953,34.16850047779859,6.824044984865774,8,111040,2429,6554134
176589,933,16.007310943639986,17.470312713883,3,39334,1884,4654703
197892,1737,25.698247188626997,18.56001712785705,7,90995,2193,6954609
159323,1269,12.362112244237146,31.563844465950268,19,41377,530,3831570
106364,456,13.677759593087071,24.11571530421741,4,22949,860,2894763
393502,1497,14.401093640135946,26.168818481160518,16,96063,1350,4693576
209641,962,15.257628686482455,39.927996306624706,13,56203,891,3629192
499363,1978,26.85714809219865,2.9984017388005224,19,152349,1954,18362644
368154,1523,37.124493548398235,8.92039294134932,5,129580,4049,12201191
55248,631,21.366809679081783,16.315837494861874,5,15672,489,501738
6301,40,6.904152677841107,13.911296121955488,4,824,30,62561
150762,1708,5.319121806154983,0.8658224538793435,2,18841,1295,1813678
443405,4075,13.532437958120807,3.6711042588470333,13,92881,1473,12839614
235862,882,22.031340836918375,27.238131656143047,16,70044,984,3117199
444709,2643,32.08382953568622,35.17297853450243,2,266693,18335,33276321
30092,163,28.87399701172166,20.569080450639103,19,10770,138,398287
273291,2888,6.924691987907804,21.567643180545318,17,42550,578,2190926
140288,1095,18.965804105294225,10.203737313295175,5,32929,1029,1700279
220463,2049,19.064413330472128,30.715054545348455,18,80571,1063,10802338
481261,4739,29.650815637295416,30.071783494690255,18,242096,3194,11105500
249210,1189,22.211986779494918,23.534627568706266,8,84360,1845,10317640
221484,1939,25.353815366891936,8.506571460453713,15,67234,980,5381063
373271,1794,27.549814957726518,3.880728729483578,13,126393,2005,18944010
332960,5153,11.05254002088044,2.5695430342850356,13,76147,1208,9829199
258567,3026,29.36315949494287,23.707842665715113,16,107608,1513,12499896
265012,2233,9.87398469577342,33.001412765712004,13,59255,940,7892435
78075,391,22.818888131064973,34.33321727123699,2,29487,2027,3020175
269299,1229,18.454195661577593,18.54488297373799,3,82293,3943,10671327
238049,1481,20.66265130272134,31.370851972268675,15,95531,1393,5153562
70531,436,28.606262416895607,37.875207853640944,19,32833,421,1073685
470145,2034,36.209528067731114,11.006804499522719,13,283123,4491,28332447
484799,8985,34.41381286399586,15.918413855230288,5,390136,12191,29849208
88422,653,17.562743033233374,37.259159703867226,6,30636,829,2311097
449482,1764,31.340594493881163,13.529238692691393,14,271347,4118,24008028
124546,620,18.364934610045474,36.55505161287185,4,43900,1646,2940410
407119,3031,34.360956391768546,39.24179449017863,19,206028,2643,20888713
32597,117,13.332439163754097,26.47242914297699,7,7995,192,191671
472373,1942,38.58428498803143,32.67561158016673,4,300002,11250,43826054
142538,1226,30.88811998863745,29.98182256884341,2,64541,4437,9049433
125362,593,25.01371596410178,27.981370304620953,7,49859,1201,7059292
230729,1159,13.717640641106088,12.277242919249304,3,47058,2254,3174083
119334,793,7.204634075004494,2.2837735163177486,15,12820,186,1142849
94348,665,27.673360052702726,13.722069300786025,1,57992,7611,8352992
53421,393,6.862186298000877,26.677439408156264,2,10292,707,1413142
181298,887,29.399522880922735,4.101167929112055,10,74114,1389,9096143
126641,788,17.765005194658453,0.4767193191296837,16,29648,416,2162913
181872,705,16.427586730435024,5.587694904117546,15,51122,745,4772959
285321,1312,32.89895258619844,28.62943705643181,15,220630,3217,27154836
56109,831,19.63385849366806,38.91174806625776,14,22133,335,1228194
228397,1087,22.289746206761816,39.322587984592815,14,91630,1390,9294802
450377,3823,26.211752394107535,19.759165965607515,6,231111,6259,29497034
31524,159,12.394395964566412,34.7740920396939,14,7651,116,856675
70813,321,25.19991000234469,29.47305823006016,17,31669,430,2607387
390457,3625,16.140294876457418,20.041609479384135,18,119044,1570,11428115
184578,1124,31.919513841196974,22.910421318203472,19,85912,1102,12760322
357929,3668,34.08415094636186,5.489085864674843,17,97717,1329,9601517
409054,6484,18.968009444572047,37.506458424663684,16,124376,1749,15190079
461743,3192,31.389309325118248,14.077190829271071,8,244923,5357,28033548
486488,3456,27.353232639038154,17.84597025828678,7,226399,5457,25174160
114132,381,13.074469757977802,26.86640923991595,12,33314,555,3768745
473851,2932,39.14414779186795,13.356098861062158,9,257917,5194,20394339
413224,3097,9.996363029599662,10.17036643955722,14,92517,1404,7553163
251951,1291,13.365754888017314,25.241975730808825,1,60246,7907,4869211
3551,49,16.153167772223362,0.999363291273978,10,851,15,20698
180319,620,19.743017100878355,28.829004481067155,17,68846,936,3534449
377336,1807,25.62577917342136,20.56093479506039,17,106432,1447,4267212
480858,2014,32.41576898866466,24.230149220837376,17,199366,2711,26961829
87735,947,20.835557085059595,25.275206369875406,4,22966,861,1280263
447737,2938,27.362902355313075,21.08200625970255,17,228051,3102,8665377
197984,1271,6.511599424478256,23.30135109762944,18,29476,388,1048452
189907,743,15.717518345889651,27.35152803559498,2,70452,4843,7820078
449895,8942,16.727516451333525,30.124753887186966,8,127570,2790,2652286
425809,3400,17.211913236457285,29.09809565144482,13,86479,1372,7028111
463394,1569,26.343666755870004,34.78465830929047,15,179877,2623,6377223
212310,1258,11.031854132958644,7.57773732669611,9,38119,767,4972861
433450,2976,18.193523929490027,16.0459187796719,3,129596,6209,18739393
204187,2553,11.959196547002861,37.911842640578286,3,38711,1854,5599085
74023,252,29.987045353327648,15.86362297545319,2,36550,2512,2830992
236675,4302,33.128806232961765,4.994803076236907,1,124194,16300,12889713
94976,405,20.587825199285497,21.017805054487184,14,26132,396,2559930
234341,967,32.497971593225095,4.3796389021784865,17,142816,1942,9355170
279663,2521,29.381826718582822,8.114129549114608,13,101073,1603,7856240
346257,1589,25.033628601252452,39.93275026283827,19,122337,1569,3469731
223366,3050,5.653941133407075,21.654505535845278,15,23227,338,2867161
87172,762,25.146412296302717,11.362335561617162,14,38293,581,1964601
74347,301,22.859101906065597,39.790998182956244,2,30082,2068,2402605
345394,1297,25.750235945190006,38.66235674220573,7,140699,3391,11604951
211206,1044,27.27642503879168,17.629561643370543,17,60479,822,5618047
28751,162,16.449762778468205,10.416124351516336,18,6289,82,794451
103981,1157,23.498034868318832,33.5359855236876,6,60690,1643,6672533
375210,5704,35.62419051506831,28.62482867887143,8,128439,2809,13639990
26445,333,12.427245459536502,27.477657400140416,2,5166,355,457071
353496,3308,28.605453212118135,35.7245496528989,1,236836,31084,7691071
32717,241,15.449286722317803,27.576685354852984,16,10669,150,770953
8808,60,20.733749902605464,11.351917721661966,7,2280,54,329348
268593,1966,28.495766731076557,27.75452647502929,11,129216,2275,19307616
183562,1672,5.989362512638083,12.232540451346559,15,28188,411,3240626
394866,2225,27.648732874511197,30.3695591862798,13,185130,2937,9178179
221052,862,11.996534347801393,24.789914179662638,2,64200,4413,2134379
100735,839,22.445643596419437,3.0964620793900233,14,31393,476,2320550
75240,263,16.08637539208059,20.513414497405684,6,23483,635,3084594
378996,1412,31.01294951408173,13.732038767829637,9,177466,3573,20203146
329261,3640,11.163843640962297,13.14282530929177,7,36307,875,4898031
226413,918,23.69160819802966,24.09025209509029,18,63864,842,6389652
279540,1443,14.666451138899017,12.892992978776995,9,49843,1003,1841334
393442,2052,33.60531786458716,31.075749928194906,4,213310,7999,7449526
177747,1202,31.47806166345292,2.8316574404469774,9,104538,2105,2743108
139377,795,32.68309051669261,26.415530095833017,4,79672,2987,7466891
5737,38,24.198954670391217,32.36779214626965,12,2266,37,116869
20556,111,23.26940804241213,26.913267596817203,4,9544,357,1102044
177115,855,10.79182200715898,19.88916780079983,14,24263,368,2649822
188128,860,14.506764710713155,38.01228054944725,7,45696,1101,2803650
115048,628,16.805753711106107,11.997539591922543,13,24575,389,1056337
374132,1624,30.910690385685243,0.7667155009991111,8,161103,3524,5366670
134915,1581,30.23231008726109,17.279574858537636,5,72043,2251,8346252
407216,3953,14.629353900666555,1.32047743601309,12,88636,1477,6963007
446938,1754,36.68741705543298,38.15747010105635,13,326975,5187,20291705
29875,228,21.770614918267682,8.396721829922061,14,8257,125,1084679
141234,2534,21.53703118986612,31.55708095795518,18,53789,709,5226661
17464,197,7.144676867176246,30.982883326974594,4,2528,94,220796
113929,1075,4.888805951465366,8.709155987317342,18,16670,219,1944376
253264,875,22.550762056730257,24.849061219206693,7,80904,1950,10195991
191210,989,23.718154816537883,1.9231587394580085,15,45175,658,4932636
467382,1650,16.46030203128596,19.3429834281547,6,120804,3271,9326168
216639,1117,21.470009968938236,0.5858850908994695,16,36490,513,2529079
67715,398,27.19260868011463,36.84575520723367,8,41286,903,4967384
331686,2582,31.85063241819558,39.04344096798287,16,218917,3078,19117568
144856,718,30.790420237002618,8.891310665543411,16,66352,933,7402905
204361,2409,15.697908477149532,8.324241383854911,3,30952,1483,4201791
478380,1742,19.79103760397664,30.148807062485186,17,134686,1832,18730213
356112,1383,29.85559417344345,10.135175953173379,9,150564,3032,8447097
455105,3517,22.604359747813145,35.8030623664738,3,166869,7995,7413271
9935,34,3.737611256805638,22.95716544491929,7,909,21,49056
448056,1748,18.16235278944449,14.031104920412485,18,87791,1158,10331098
175650,811,16.651886280413187,33.3077498539768,12,47927,798,3264190
341476,4245,16.312496338811307,19.736268016535806,19,64861,832,2759226
51793,305,11.669821557472327,36.46531654833902,16,15186,213,497950
489697,2774,19.31344127905733,37.12056946917524,17,181595,2470,11358897
79281,733,3.789095848309304,6.616806085136373,15,7995,116,301393
191975,2742,23.315246323908834,0.0929362452772109,1,69652,9141,2808965
160696,658,21.535400190250613,39.35723760569609,2,72707,4998,7918149
227007,2819,24.488261455881737,36.24550144509917,8,100959,2208,2278157
306563,1543,12.708246984975197,2.2178094281536564,2,55331,3804,1952184
240333,845,14.380641706762074,33.321370557642794,19,58410,749,7579720
252877,939,24.026401881402744,18.312197302368265,9,80788,1626,10489419
166819,1396,21.725579485337718,10.358464200999009,9,36998,745,2323535
121672,462,18.117018971273765,35.149860947077194,13,49969,792,1570720
357402,7136,18.310024250295726,7.86668929561229,6,81118,2196,9056511
485463,8920,37.184259138466004,37.89199997680268,15,330067,4813,22054126
456468,2275,19.98269702666647,8.224859507973644,19,102538,1315,2656800
319217,2260,20.597295536680296,24.547327509149742,15,98348,1434,3984815
59601,406,21.857321097672052,8.923453381158994,18,28123,371,1064115
496472,2597,26.677061495136158,21.82674659874539,7,174324,4202,16837105
289290,2953,16.84549331456718,27.35900519660565,11,104069,1833,14231985
366829,3563,20.970278923238787,7.609117232805502,8,104142,2278,12819814
23549,137,24.510923717751677,20.835431308027168,6,9984,270,909014
211177,885,13.28928550911176,18.76238977560476,8,57442,1256,4301266
360760,1760,12.340601953527647,2.8414968561336496,2,68314,4696,6860636
360023,2895,17.282192853063535,32.73231270701211,19,99365,1274,7720228
68885,437,27.01419224914914,13.42729602571367,16,25703,361,1336373
126631,1366,6.113321730834054,22.983287902075183,7,19027,458,2060541
433874,6319,38.436666127801104,20.591369397325376,10,366471,6871,48931835
196989,801,20.62886406890221,20.53042018281769,12,43621,727,2986866
23789,204,30.036306575045728,4.288895768339498,17,6142,83,794774
372870,3948,35.688296240493344,16.93928036997331,7,134225,3235,10206558
363437,1630,21.400337712116585,18.094670368262808,8,95309,2084,6878800
272467,1332,12.205581163555124,29.34571361457794,7,69667,1679,1649865
191732,920,9.616298520389014,33.60075327682794,4,44667,1675,4930622
304619,2840,14.052071552228767,21.799291124000717,3,62148,2977,7766966
10040,92,21.794646576371584,3.4713181625996192,19,2842,36,301997
16864,160,9.252829847213146,9.47397882386185,15,2128,31,84432
398327,4263,18.867872818524653,6.5973610741092426,4,81407,3052,2721285
28163,131,14.577845315843827,4.98460252756499,9,6460,130,610286
52491,200,28.533567732222235,14.635971944712303,13,26373,418,1904054
189251,818,10.277429118660537,9.175740086175281,18,29291,386,2219751
366826,1478,8.482290025684291,8.732124472460491,16,75435,1060,10999481
162549,1075,5.993775900966934,2.1877269830507062,1,24824,3258,2832665
95204,445,29.14230390872342,0.7068017918173553,4,46868,1757,3446316
49615,358,20.77027748045753,4.110729705991272,18,12764,168,286971
353651,1949,15.991197960506396,6.887899176945322,8,103561,2265,2530247
219795,1289,10.534482529324542,17.239349153928124,16,58778,826,6408240
192462,2042,13.382975362476316,20.420810451953784,11,39184,690,5051054
197959,1348,8.288290890287122,5.623676726934623,19,28587,366,3201782
149643,514,31.29731439824879,16.991333660967452,19,56951,730,4144062
190847,1701,27.55891905659274,13.66995369303709,18,58390,770,1404142
466085,5585,23.73104413046368,7.336945739918241,19,115699,1484,16864542
12438,80,26.33267554834086,0.27362992593454205,11,3474,61,514929
428911,1732,16.812507924503734,18.68071466086967,3,117422,5626,10734412
354324,1812,28.88297648569361,27.426069970607973,8,140283,3068,4094471
4500,20,25.91784247139856,9.05109336575228,19,1683,21,152019
202160,2075,15.389492637074905,5.272273195867174,10,45696,856,6214838
363686,1776,30.240188918070814,35.48170977787847,16,172420,2424,18690003
356254,2722,16.682178128664972,11.000990899511912,5,84847,2651,9638500
251992,974,14.706696922511894,8.944504791706592,9,48392,974,1502381
366335,1766,11.431358178071395,34.283877584396635,8,76829,1680,2600393
491572,4929,23.593123348772565,32.68428396667045,11,162519,2862,5940937
38804,586,22.937725288425245,17.933858820985343,16,13452,189,1850578
332093,5474,34.908263361567265,19.569554457110982,7,158979,3832,14047456
83486,584,20.17983276594379,8.70994819336088,15,17818,259,2189917
483359,4150,35.698110594336434,3.1320668191823,17,260506,3543,9114548
152336,720,27.899064829416584,22.93727301422644,6,74541,2018,10479983
109440,625,8.215748536283145,3.933796863608525,15,19539,284,2476538
479743,4117,24.683565438466314,17.97098187826599,8,139993,3062,6890362
301138,3449,10.413542530236352,37.61988794052043,7,59122,1425,7901282
266017,3252,26.10278168528741,38.11337556682338,2,126663,8708,6871158
143733,540,31.421750379136203,9.573291461894344,13,57123,906,2667311
98032,884,6.936234284283938,24.964536801826178,6,17941,485,975124
355302,1668,29.388650793273698,18.963050564314305,5,173936,5435,24054332
386277,1528,27.060446375167967,35.02740510344424,1,195655,25679,27201319
100886,495,19.942266073234894,10.85723457104213,18,36598,482,2297236
27850,105,12.870486805961837,0.14809627329667396,15,5650,82,631141
93508,631,13.168977784860564,6.502448237256604,10,18709,350,2017707
356941,1234,9.451046481547747,13.980912046775922,3,58669,2811,7325008
25851,310,7.836372539308391,12.628845190819543,5,3911,122,228974
89168,1180,3.22348958631798,31.654516764915435,13,10161,161,877077
115085,536,20.162796061878595,27.22242664555351,8,24230,530,2587706
409021,1431,12.250163840459356,11.98225278459589,2,86990,5980,2036730
337997,1340,33.07750242686177,18.309752686648537,9,212767,4284,14675824
208369,3015,20.338527600217795,3.822364158333409,17,52105,708,5755804
66453,554,22.620067362702542,35.92585779280403,18,33936,447,1793088
320102,1132,19.316895663374396,37.41699297794136,13,104448,1657,15092896
283002,2498,22.91685446103041,39.19214141523752,1,69319,9098,1658178
3767,15,28.412456132032286,34.74211323143351,12,2166,36,313098
83245,324,5.064187149086452,6.958435507849021,5,9629,300,463918
352232,2025,15.408835385787189,1.8478593280651534,8,87998,1924,2318471
301157,2054,29.642801480405787,23.18386909650696,15,104346,1521,6054324
157664,970,7.016658999597309,36.50420107532442,3,30748,1473,3757919
11838,110,3.4309320132192145,7.094054466389714,6,1181,31,139142
131984,484,14.124380563867119,0.2817165849656744,13,26349,418,1242335
8043,49,3.833730795700537,32.21984184128977,12,1384,23,63086
368535,1361,25.337974823979888,3.07182737146936,19,134353,1723,13910290
427212,5590,16.106222273681396,16.548241276401217,18,106649,1407,8484007
61192,205,28.199080932781797,27.1554934875514,1,20162,2646,2479879
220656,1372,28.134622344512444,9.471903418247205,7,98797,2381,2285891
224492,3623,25.78129097688481,3.358502537869068,12,91058,1517,9046934
307069,5160,25.032756794150558,30.800849138233147,10,100314,1880,11534842
39256,165,26.825626179902436,25.207003395481657,12,13682,228,2040536
19388,90,7.856559784739949,39.53961937947219,11,4531,79,490442
167307,667,29.666296440162604,13.772321332798372,4,68977,2586,3458497
309939,4059,30.094056654297518,2.470495451607988,19,100779,1292,3432956
114852,1950,24.99370396524288,29.37400141341183,6,49370,1337,5100867
345686,1951,24.190134664172795,20.869336754129826,9,111088,2237,9777276
86499,588,9.871060668147402,8.528157255565404,10,14862,278,2034442
18455,111,13.651989563764994,31.269159560190374,5,4151,129,475119
300485,1008,30.023248981625244,8.15021943399775,13,116364,1846,10038317
71140,243,3.344376046362409,10.426466193317463,9,10611,213,768943
197082,690,27.62111230864899,3.7011421746687656,2,36203,2488,2627205
428627,1742,16.53459147413943,15.977291161234177,18,119141,1571,5887895
452747,3263,14.239906820926489,16.75716895749676,1,120997,15880,2692470
220298,1439,8.761298227228764,20.582471613931936,12,33642,560,3187188
401073,2140,9.811710346573637,28.358570684951097,10,93479,1752,4450901
426195,1654,24.707908071422132,36.24403714721703,2,146139,10047,6880589
61976,922,8.569056308118155,5.509363955512345,9,8126,163,294970
307455,1969,35.84262120760931,2.1739239339462824,2,124588,8565,5562531
167780,2374,21.014265920293965,0.7412493437733314,14,53477,811,1290538
151722,849,8.033112811324301,5.74485512275265,11,14538,256,1565016
71680,260,22.407713683529593,26.317979431265037,11,33979,598,2452659
174858,711,30.531723428782033,29.099083119859866,17,82753,1125,7695879
113356,1059,24.877325365718814,31.460228541124884,4,52476,1967,5394768
331094,1126,9.838635970143983,9.748328476173707,13,61522,976,9008235
415068,1914,35.28200125458713,12.235792530460795,7,221129,5330,6385003
186641,3547,27.756772189938978,19.325385822619978,16,68920,969,5122775
374532,3289,13.081453103062817,2.52732387440906,1,86985,11416,4520326
110948,963,4.720750773251689,24.445660928449847,13,14571,231,1194422
14897,221,17.459946684114946,39.34940134703031,1,3997,524,558226
435271,1501,14.23045852885933,14.432252455120103,11,112657,1984,12856186
178531,1052,28.77375762526289,30.11389900365536,6,87421,2367,9271298
394444,1439,19.28058504347854,20.001356622784318,3,147898,7086,11441679
444233,3402,36.35854089736068,5.112473774415309,12,220113,3668,23605936
119680,1471,19.798556992089168,23.289497952103453,5,32296,1009,781847
66734,395,7.632179142950376,11.994970737762598,9,10746,216,1033883
40454,515,5.857447153434203,1.3761283381383294,12,4645,77,427297
178852,1042,21.294740689174862,25.39718920470975,10,52855,991,3438918
79959,285,24.693804744010873,34.357293972989105,19,38997,500,1801538
410495,2278,31.873563784523277,13.790790675994966,5,261506,8172,32683600
195504,957,12.907044728797157,15.61182188851082,5,38640,1207,1043360
466652,5233,16.256196008452857,35.640867318688464,9,108448,2184,3151224
418182,6862,9.84957283027909,32.544352534694234,17,82314,1119,6360223
430655,5542,29.309875384833912,28.598112942071086,10,227926,4273,12041807
201468,1009,7.24983949457263,9.951882550125916,1,31119,4084,3638085
428986,5816,21.78179485121185,36.40866619866578,16,199348,2803,20422148
59663,414,19.642042756530586,6.17663030156852,15,17932,261,2159542
476353,2540,37.70321940267063,25.070820776688873,17,231455,3148,14398413
52434,356,11.090941971717292,1.152047221860748,13,7819,124,909095
196467,2160,12.172732710949074,25.748792252997834,1,30955,4062,4089137
426023,3596,28.491104474296854,11.085774074934394,8,210406,4602,13652337
316742,1122,25.29277192955387,17.9870790873488,5,71712,2241,4602939
454637,2076,19.723923715935612,13.810582082282124,6,96456,2612,13213862
5986,34,28.03467322978381,6.910270249848396,14,2042,30,54057
139907,2630,28.29914749719935,24.879231603754963,11,69822,1229,4575060
349544,1172,14.486373830087352,35.2790222056243,6,82548,2235,2924462
126520,580,10.465533817601173,38.363369691296135,11,25683,452,610420
103295,799,17.922610059725336,7.693854526156603,13,23880,378,827991
220684,817,27.84727095019089,28.694910962518936,12,103705,1728,7888004
490919,4283,12.095551002265466,26.57357466422729,2,80980,5567,8851461
142702,767,23.960759458306494,13.735111582982903,3,39715,1903,2287850
350152,1675,26.801881024080814,0.7639679741490335,4,159744,5990,20839849
237527,2256,12.46346278147666,27.591649892514646,17,57546,782,4424713
118824,403,23.135717383999115,37.819794422380006,6,55010,1489,8024289
323210,1363,34.729512546310396,25.284804876626055,7,185276,4466,26687198
198275,1046,6.3222895041812865,17.411708967505362,15,28818,420,3473315
289836,3046,16.066629603469814,21.006155764465134,11,80711,1421,11397419
263706,4155,18.981244783324303,7.985152306396701,3,79054,3788,8847920
84576,650,28.770070408816,30.0217665501495,6,47010,1273,6413377
90280,378,30.711181951665544,29.85679320039396,2,44902,3087,2278398
153117,1304,16.941682148393635,5.820692015496998,14,42463,644,2756045
22189,120,23.194603952123543,35.11913529998636,9,4440,89,523391
273818,1180,21.894529689170007,10.76758957893221,18,98773,1303,7427034
351105,4560,23.61780510749992,39.2902424374646,19,133103,1707,17150663
388818,1756,16.841245936924338,15.316120561489832,12,109043,1817,14621908
365677,5011,14.605271130052506,7.115362349379986,13,66829,1060,3940560
9848,33,9.549115031797195,14.068804453826091,12,1244,20,158048
417430,2425,25.4821122104553,17.607213147887727,12,168514,2808,6749719
38602,440,2.617540394640581,2.772310921531793,18,2978,39,188940
74960,552,28.80941938633577,23.12873524893158,9,31095,626,2715695
365278,2381,12.83778757694351,23.905297594756014,17,67918,923,3357708
90430,377,9.19117162927021,29.55721821397889,16,16728,235,1594258
7301,30,16.176029116981745,1.1667956916297317,17,1815,24,172843
103650,510,23.6663282237811,21.649528577353205,8,33914,741,1590477
203839,2665,7.852922587587522,2.1162973308265753,11,30505,537,3765335
179708,2044,13.807306228867704,28.04576879866614,2,49740,3419,5079139
155197,2113,32.19550356165636,2.229119428039379,8,57769,1263,3541751
214445,1103,12.896846036647426,36.469113933665305,12,46361,772,2326581
232415,863,14.72675420683126,28.083302675379862,1,74810,9818,10042308
204164,1288,29.341736227922972,20.295590603406282,13,90295,1432,11616134
208624,2312,6.628698519023203,17.660156931247,17,34991,475,1744962
437977,2311,23.233321895460154,5.226905216530495,14,148461,2253,3656398
